uid,domain_id,subdomain_id,subdomain_label,is_primary,vocabulary_rank,year
doi:10.1016/s1473-3099(25)00157-4,tb,"Tuberculosis, Multidrug-Resistant","Tuberculosis, Multidrug-Resistant",0,6,2025
doi:10.1016/j.ijid.2025.108054,tb,"Tuberculosis, Pulmonary","Tuberculosis, Pulmonary",1,4,2025
doi:10.1016/j.intf.2025.100335,other_id,other,Other/unspecified,1,,2025
doi:10.1016/j.infpip.2025.100495,amr_hai,other,Other/unspecified,1,,2025
doi:10.1038/s41467-025-66606-x,sti,HIV Infections,HIV Infections,1,1,2025
doi:10.1038/s41467-025-66606-x,sti,Anti-HIV Agents,Anti-HIV Agents,0,2,2025
doi:10.1038/s41467-025-66606-x,sti,Viral Load,Viral Load,0,8,2025
doi:10.1038/s41467-025-66606-x,sti,Anti-Retroviral Agents,Anti-Retroviral Agents,0,9,2025
doi:10.1016/j.celrep.2025.116098,vector_borne,Dengue,Dengue,1,1,2025
doi:10.1016/j.celrep.2025.116098,vector_borne,Dengue Virus,Dengue Virus,0,4,2025
doi:10.1016/j.celrep.2025.116098,vector_borne,Zika Virus,Zika Virus,0,5,2025
doi:10.1016/j.celrep.2025.116098,vector_borne,Zika Virus Infection,Zika Virus Infection,0,9,2025
doi:10.47102/annals-acadmedsg.2025336,sti,Papillomavirus Infections,Papillomavirus Infections,1,3,2025
doi:10.47102/annals-acadmedsg.2025336,sti,Human Papillomavirus Viruses,Human Papillomavirus Viruses,0,5,2025
doi:10.47102/annals-acadmedsg.2025336,sti,Uterine Cervical Neoplasms,Uterine Cervical Neoplasms,0,6,2025
doi:10.3390/ijms262411784,sti,HIV Infections,HIV Infections,1,1,2025
doi:10.3390/ijms262411784,sti,Papillomavirus Infections,Papillomavirus Infections,0,3,2025
doi:10.1186/s12889-025-25357-6,sti,HIV Infections,HIV Infections,1,1,2025
doi:10.1186/s12889-025-25357-6,sti,Anti-HIV Agents,Anti-HIV Agents,0,2,2025
doi:10.1186/s12889-025-25357-6,sti,Anti-Retroviral Agents,Anti-Retroviral Agents,0,9,2025
doi:10.3390/pathogens14030285,vector_borne,Mosquito Vectors,Mosquito Vectors,1,3,2025
doi:10.3390/pathogens14030285,vector_borne,Wolbachia,Wolbachia,0,6,2025
doi:10.3390/pathogens14030285,vector_borne,Mosquito Control,Mosquito Control,0,7,2025
doi:10.3390/pathogens14030285,vector_borne,"Pest Control, Biological","Pest Control, Biological",0,8,2025
doi:10.1186/s12889-025-24934-z,tb,"Tuberculosis, Multidrug-Resistant","Tuberculosis, Multidrug-Resistant",1,6,2025
doi:10.1128/spectrum.02725-25,other_id,other,Other/unspecified,1,,2025
doi:10.1016/j.jhin.2025.11.043,amr_hai,other,Other/unspecified,1,,2025
doi:10.1016/s1473-3099(25)00151-3,tb,Antitubercular Agents,Antitubercular Agents,1,1,2025
doi:10.1016/s1473-3099(25)00151-3,tb,Mycobacterium tuberculosis,Mycobacterium tuberculosis,0,2,2025
doi:10.1016/s1473-3099(25)00151-3,tb,"Tuberculosis, Pulmonary","Tuberculosis, Pulmonary",0,4,2025
doi:10.1016/s1473-3099(25)00151-3,tb,Rifampin,Rifampin,0,5,2025
doi:10.1016/s1473-3099(25)00151-3,tb,Diarylquinolines,Diarylquinolines,0,7,2025
doi:10.1016/s1473-3099(25)00151-3,tb,"Drug Therapy, Combination","Drug Therapy, Combination",0,8,2025
doi:10.1136/bmjresp-2025-003777,tb,Antitubercular Agents,Antitubercular Agents,1,1,2025
doi:10.1136/bmjresp-2025-003777,tb,Rifampin,Rifampin,0,5,2025
doi:10.1136/bmjresp-2025-003777,tb,"Tuberculosis, Multidrug-Resistant","Tuberculosis, Multidrug-Resistant",0,6,2025
doi:10.1101/2025.08.20.25334077,tb,other,Other/unspecified,1,,2025
doi:10.1073/pnas.2421573122,vector_borne,Dengue Virus,Dengue Virus,1,4,2025
doi:10.1073/pnas.2421573122,vector_borne,Zika Virus,Zika Virus,0,5,2025
doi:10.1073/pnas.2421573122,vector_borne,Antiviral Agents,Antiviral Agents,0,11,2025
doi:10.1038/s41467-025-66413-4,amr_hai,Anti-Bacterial Agents,Anti-Bacterial Agents,1,1,2025
doi:10.1038/s41467-025-66413-4,amr_hai,Klebsiella pneumoniae,Klebsiella pneumoniae,0,4,2025
doi:10.1038/s41467-025-66413-4,amr_hai,Escherichia coli,Escherichia coli,0,8,2025
doi:10.1038/s41467-025-66413-4,amr_hai,Virulence,Virulence,0,9,2025
doi:10.1038/s41467-025-66413-4,amr_hai,Klebsiella Infections,Klebsiella Infections,0,12,2025
doi:10.1007/s00408-024-00779-y,tb,"Tuberculosis, Pulmonary","Tuberculosis, Pulmonary",1,4,2025
doi:10.1007/s00408-024-00779-y,tb,Sensitivity and Specificity,Sensitivity and Specificity,0,11,2025
doi:10.1016/j.idc.2025.11.009,amr_hai,Anti-Bacterial Agents,Anti-Bacterial Agents,1,1,2025
doi:10.1016/j.idc.2025.11.009,amr_hai,beta-Lactamases,beta-Lactamases,0,10,2025
doi:10.1016/j.idc.2025.11.005,amr_hai,Anti-Bacterial Agents,Anti-Bacterial Agents,1,1,2025
doi:10.1016/j.idc.2025.11.005,amr_hai,Klebsiella pneumoniae,Klebsiella pneumoniae,0,4,2025
doi:10.1016/j.idc.2025.11.005,amr_hai,Virulence,Virulence,0,9,2025
doi:10.1016/j.idc.2025.11.005,amr_hai,Klebsiella Infections,Klebsiella Infections,0,12,2025
doi:10.1016/j.idc.2025.11.003,amr_hai,Anti-Bacterial Agents,Anti-Bacterial Agents,1,1,2025
doi:10.1016/j.idc.2025.11.003,amr_hai,beta-Lactamases,beta-Lactamases,0,10,2025
doi:10.1186/s12964-025-02588-z,vector_borne,Zika Virus,Zika Virus,1,5,2025
doi:10.1186/s12964-025-02588-z,vector_borne,Zika Virus Infection,Zika Virus Infection,0,9,2025
doi:10.1016/j.ajic.2025.10.025,amr_hai,Anti-Bacterial Agents,Anti-Bacterial Agents,1,1,2025
doi:10.1016/j.ajic.2025.10.025,amr_hai,Bacteremia,Bacteremia,0,5,2025
doi:10.1002/jia2.70052,sti,HIV Infections,HIV Infections,1,1,2025
doi:10.1038/s41467-025-66411-6,vector_borne,Dengue,Dengue,1,1,2025
doi:10.1038/s41467-025-66411-6,vector_borne,Aedes,Aedes,0,2,2025
doi:10.1038/s41467-025-66411-6,vector_borne,Dengue Virus,Dengue Virus,0,4,2025
doi:10.1038/s41467-025-66411-6,vector_borne,Wolbachia,Wolbachia,0,6,2025
doi:10.1016/j.arbres.2025.09.017,tb,"Tuberculosis, Pulmonary","Tuberculosis, Pulmonary",1,4,2025
doi:10.1038/s41591-025-04041-7,sti,HIV Infections,HIV Infections,1,1,2025
doi:10.1038/s41591-025-04041-7,sti,Anti-HIV Agents,Anti-HIV Agents,0,2,2025
doi:10.1038/s41591-025-04041-7,sti,Viral Load,Viral Load,0,8,2025
doi:10.1038/s41591-025-04041-7,sti,HIV-1,HIV-1,0,11,2025
doi:10.7759/cureus.100362,tb,other,Other/unspecified,1,,2025
doi:10.1016/s2213-2600(25)00194-8,tb,Antitubercular Agents,Antitubercular Agents,1,1,2025
doi:10.1016/s2213-2600(25)00194-8,tb,"Tuberculosis, Pulmonary","Tuberculosis, Pulmonary",0,4,2025
doi:10.1016/s2213-2600(25)00194-8,tb,Rifampin,Rifampin,0,5,2025
doi:10.1016/s2213-2600(25)00194-8,tb,"Tuberculosis, Multidrug-Resistant","Tuberculosis, Multidrug-Resistant",0,6,2025
doi:10.1016/s2213-2600(25)00194-8,tb,Diarylquinolines,Diarylquinolines,0,7,2025
doi:10.1016/s2213-2600(25)00194-8,tb,"Drug Therapy, Combination","Drug Therapy, Combination",0,8,2025
doi:10.1016/s2213-2600(25)00194-8,tb,Nitroimidazoles,Nitroimidazoles,0,10,2025
doi:10.3389/fmicb.2025.1711400,amr_hai,other,Other/unspecified,1,,2025
doi:10.1073/pnas.2502522122,vector_borne,Zika Virus,Zika Virus,1,5,2025
doi:10.1073/pnas.2502522122,vector_borne,Zika Virus Infection,Zika Virus Infection,0,9,2025
doi:10.1021/acs.analchem.5c05609,amr_hai,Klebsiella pneumoniae,Klebsiella pneumoniae,1,4,2025
doi:10.3390/pathogens14080741,tb,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1,2,2025
doi:10.3390/pathogens14080741,tb,Tuberculosis,Tuberculosis,0,3,2025
doi:10.3390/pathogens14080741,tb,Sensitivity and Specificity,Sensitivity and Specificity,0,11,2025
doi:10.1186/s12916-025-03941-2,vector_borne,Dengue,Dengue,1,1,2025
doi:10.1186/s12916-025-03941-2,vector_borne,Aedes,Aedes,0,2,2025
