uid,pmid,pmc,doi,url,title,journal,journal_abbrev,year,pub_date,language,article_types,n_authors,n_institutions,n_countries,primary_domain,primary_domain_label,domains,is_multi_domain,primary_subdomain,subdomains,research_types,n_research_types,singapore_led,is_international,first_author,last_author,first_author_country,last_author_country,sg_institutions,countries,institutions,topic_id,topic_label,topic_terms,topic_map_x,topic_map_y,screening_decision,screening_decided_by,screening_rules,screening_flags,sources,query_ids,needs_manual_metadata
doi:10.1016/j.nedt.2026.107368,42648240,,10.1016/j.nedt.2026.107368,https://pubmed.ncbi.nlm.nih.gov/42648240/,Education programs on emerging and reemerging infectious disease outbreak management for pre-registration Nursing and Medical Students: A scoping review.,Nurse education today,Nurse Educ Today,2026,2026-08-23,eng,Journal Article|Review,6,4,2,rti,Respiratory-tract infections,rti,0,Other/unspecified,,Disease management|Surveillance and epidemiology|Infection prevention and control,3,1,1,"Nadarajah, Nandhini","Seah, Betsy",Singapore,Singapore,National University Hospital|National University of Singapore|Tan Tock Seng Hospital|Woodlands Health,Australia|Singapore,National University Hospital|National University of Singapore|Tan Tock Seng Hospital|Woodlands Health,rti_t3,"evidence, clinical, health, review","evidence, clinical, health, review, outcomes, substantial, evaluation, management",0.801869,0.219379,include,mechanical,INC-GEO-01,,pubmed,geo_all_id_1|geo_amr_hai_3|geo_rti_1,0
doi:10.1007/s40273-026-01609-0,41820715,PMC13290946,10.1007/s40273-026-01609-0,https://pubmed.ncbi.nlm.nih.gov/41820715/,Economic Evaluation of the Addition of Vancomycin to Cefazolin Prophylaxis in Patients Undergoing Arthroplasty.,PharmacoEconomics,Pharmacoeconomics,2026,2026-03-13,eng,Journal Article|Randomized Controlled Trial|Multicenter Study,16,2,2,amr_hai,AMR and healthcare-associated infections,amr_hai,0,Anti-Bacterial Agents,Anti-Bacterial Agents|Surgical Wound Infection,Clinical studies,1,0,1,"Tran-Duy, An",,Australia,,National University of Singapore,Australia|Singapore,National University of Singapore|University of Melbourne,amr_hai_t1,"infection, hospital, included, prevention","infection, hospital, included, prevention, conducted, outcomes, january, interventions",0.149965,0.743646,include,mechanical,INC-GEO-01,,pubmed,geo_amr_hai_5,0
doi:10.1371/journal.pcbi.1014313,42160384,PMC13218623,10.1371/journal.pcbi.1014313,https://pubmed.ncbi.nlm.nih.gov/42160384/,Dynamics of trachoma infection in West Africa revealed by a hidden state model.,PLoS computational biology,PLoS Comput Biol,2026,2026-05-20,eng,Journal Article,7,3,2,sti,Sexually-transmitted infections,sti,0,Other/unspecified,,Modelling,1,0,1,"Carson, Jake","Spencer, Simon E F",United Kingdom,United Kingdom,National University of Singapore,Singapore|United Kingdom,London School of Hygiene & Tropical Medicine|National University of Singapore|University of Oxford,sti_t2,"vaccines, health, program, national","vaccines, health, program, national, papillomavirus, vaccination, human, per",0.41809,0.416726,include,mechanical,INC-GEO-01,,pubmed,geo_sti_1|geo_sti_3,0
doi:10.1038/s41467-026-71566-x,41974676,PMC13284343,10.1038/s41467-026-71566-x,https://pubmed.ncbi.nlm.nih.gov/41974676/,Dormancy regulon reduction was pivotal to the evolution of Mycobacterium tuberculosis.,Nature communications,Nat Commun,2026,2026-04-13,eng,Journal Article,25,6,7,tb,Tuberculosis,tb,0,Mycobacterium tuberculosis,Mycobacterium tuberculosis,Genomics|Basic research,2,0,1,"Silcocks, Matthew","Dunstan, Sarah J",Australia,Australia,National University Health System|National University of Singapore,Australia|Nepal|New Zealand|Singapore|United Kingdom|United States|Viet Nam,London School of Hygiene & Tropical Medicine|National University Health System|National University of Singapore|Oxford University Clinical Research Unit|University of Melbourne|University of Oxford,tb_t1,"antitubercular, drug, agents, multidrug-resistant","antitubercular, drug, agents, multidrug-resistant, treatment, rifampin, drugs, mycobacterium",0.905138,0.604698,include,mechanical,INC-GEO-01,regional_participation,pubmed,geo_tb_3,0
doi:10.1186/s12879-026-13946-8,42414940,,10.1186/s12879-026-13946-8,https://pubmed.ncbi.nlm.nih.gov/42414940/,Distinct molecular epidemiology and outcomes of carbapenem-resistant gram-negative infections in Lebanon: insights from the MDRO network.,BMC infectious diseases,BMC Infect Dis,2026,2026-07-07,eng,Journal Article,19,2,3,amr_hai,AMR and healthcare-associated infections,amr_hai,0,Other/unspecified,,Surveillance and epidemiology|Genomics,2,0,1,"Jabbour, Jean-Francois","Kanj, Souha S",Lebanon,Lebanon,National University of Singapore,Lebanon|Singapore|United States,National University of Singapore|World Health Organization,amr_hai_t1,"infection, hospital, included, prevention","infection, hospital, included, prevention, conducted, outcomes, january, interventions",0.6378,0.535779,include,mechanical,INC-GEO-01,,pubmed,geo_amr_hai_3,0
doi:10.64898/2026.07.03.736289,42427739,PMC13345195,10.64898/2026.07.03.736289,https://pubmed.ncbi.nlm.nih.gov/42427739/,Distinct RNA engagements define genome import and replication elongation in alphaviruses.,bioRxiv : the preprint server for biology,bioRxiv,2026,2026-07-03,eng,Journal Article|Preprint,5,2,2,vector_borne,Vector-borne diseases,vector_borne,0,Other/unspecified,,Virology,1,1,1,"Tan, Yaw Bia","Luo, Dahai",Singapore,Singapore,Nanyang Technological University|National Centre for Infectious Diseases,Estonia|Singapore,Nanyang Technological University|National Centre for Infectious Diseases,vector_borne_t2,"surveillance, including, diversity, health","surveillance, including, diversity, health, capacity, research, evidence, integrated",0.0,0.397396,include,mechanical,INC-GEO-01,,pubmed,geo_vector_borne_1,0
doi:10.1016/j.pt.2026.06.011,42443030,,10.1016/j.pt.2026.06.011,https://pubmed.ncbi.nlm.nih.gov/42443030/,Dissection versus PCR: Malaria vector incrimination in the molecular era.,Trends in parasitology,Trends Parasitol,2026,2026-07-13,eng,Journal Article,4,3,3,vector_borne,Vector-borne diseases,vector_borne,0,Mosquito Vectors,Mosquito Vectors,Entomology,1,1,1,"Vythilingam, Indra","Fornace, Kimberly",Malaysia,Singapore,National University of Singapore,Malaysia|Singapore|Switzerland,National University of Singapore|University of Malaya|World Health Organization,vector_borne_t6,"included, evaluation, rapid, settings","included, evaluation, rapid, settings, detection, southeast, positive, denv",0.420195,0.813555,include,mechanical,INC-GEO-01,,pubmed,geo_vector_borne_2|geo_vector_borne_4,0
doi:10.1371/journal.ppat.1013609,41931535,PMC13065080,10.1371/journal.ppat.1013609,https://pubmed.ncbi.nlm.nih.gov/41931535/,Discovery of a potent anti-Zika virus benzamide series targeting the viral protein NS4B.,PLoS pathogens,PLoS Pathog,2026,2026-04-03,eng,Journal Article,20,3,2,vector_borne,Vector-borne diseases,vector_borne,0,Zika Virus,Zika Virus|Zika Virus Infection|Viral Nonstructural Proteins|Antiviral Agents,Virology|Treatment,2,0,1,"Chung, Donghoon","Bannister, Thomas D",United States,United States,Experimental Drug Development Centre|Nanyang Technological University|National Centre for Infectious Diseases,Singapore|United States,Experimental Drug Development Centre|Nanyang Technological University|National Centre for Infectious Diseases,vector_borne_t1,"infection, fever, although, male","infection, fever, although, male, aged, adult, yellow, zikv",0.180806,0.219878,include,mechanical,INC-GEO-01,,pubmed,geo_vector_borne_5,0
doi:10.3389/fimmu.2026.1921846,42625910,PMC13490157,10.3389/fimmu.2026.1921846,https://pubmed.ncbi.nlm.nih.gov/42625910/,Differential functional immune recall across homologous and heterologous COVID-19 vaccination regimens.,Frontiers in immunology,Front Immunol,2026,2026-08-06,eng,"Journal Article|Research Support, Non-U.S. Gov't|Research Support, U.S. Gov't, Non-P.H.S.",8,1,2,rti,Respiratory-tract infections,rti,0,COVID-19,"COVID-19|SARS-CoV-2|COVID-19 Vaccines|Cytokines|Antibodies, Neutralizing|Antibodies, Viral|B-Lymphocytes",Vaccine|Immunology,2,0,1,"Che-Kamaruddin, Naim","AbuBakar, Sazaly",Malaysia,Malaysia,,Malaysia|Singapore,University of Malaya,rti_t2,"sars-cov-2, responses, immune, vaccine","sars-cov-2, responses, immune, vaccine, vaccines, spike, humans, female",0.244132,0.746388,include,mechanical,INC-GEO-01,,pubmed,geo_all_id_1|geo_rti_1|geo_rti_3|geo_rti_4|geo_rti_5,0
doi:10.2196/87328,42447482,PMC13416307,10.2196/87328,https://pubmed.ncbi.nlm.nih.gov/42447482/,Development of a Blended Physical Activity Intervention for Office Employees Using Intervention Mapping: Intervention Development Study.,JMIR human factors,JMIR Hum Factors,2026,2026-07-14,eng,"Journal Article|Research Support, Non-U.S. Gov't",11,2,6,rti,Respiratory-tract infections,rti,0,COVID-19,COVID-19,Clinical studies,1,0,1,"Sun, Yan","Baker, Julien S",Hong Kong SAR,China,Nanyang Technological University,Australia|China|Finland|Hong Kong SAR|Singapore|United States,Nanyang Technological University|University of Hong Kong,rti_t5,"social, health, public, key","social, health, public, key, policy, diverse, based, framework",0.583035,0.212352,include,mechanical,INC-GEO-01,regional_participation,pubmed,geo_rti_4|geo_rti_5,0
doi:10.1016/j.ebiom.2026.106447,42632234,PMC13524848,10.1016/j.ebiom.2026.106447,https://pubmed.ncbi.nlm.nih.gov/42632234/,Determining intracellular and extracellular activities of azithromycin against azithromycin-resistant Salmonella Typhi and their association with clinical treatment responses.,EBioMedicine,EBioMedicine,2026,2026-08-22,eng,Journal Article,15,3,4,other_id,Other infectious disease,other_id,0,Other/unspecified,,,0,0,1,"Thuy, Ngo Ngoc Phuong","Duy, Pham Thanh",Viet Nam,United Kingdom,A*STAR Infectious Diseases Labs,Nepal|Singapore|United Kingdom|Viet Nam,A*STAR Infectious Diseases Labs|Oxford University Clinical Research Unit|University of Oxford,other_id_t1,"cell, cells, vitro, reduced","cell, cells, vitro, reduced, promising, infection, demonstrate, therapeutic",0.423458,0.78515,include,agent,INC-TOP-01,regional_participation,pubmed,geo_amr_hai_2,0
doi:10.1371/journal.pone.0351023,42258549,PMC13245760,10.1371/journal.pone.0351023,https://pubmed.ncbi.nlm.nih.gov/42258549/,Detection and genetic characterization of Tembusu virus and other flaviviruses from mosquitoes in Lao PDR.,PloS one,PLoS One,2026,2026-06-08,eng,Journal Article,13,0,3,vector_borne,Vector-borne diseases,vector_borne,0,Mosquito Vectors,"Mosquito Vectors|Genome, Viral",Genomics|Entomology|Surveillance and epidemiology,3,0,1,"Vanhnollat, Chittaphone","Vongphayloth, Khamsing",Lao PDR,Lao PDR,,France|Lao PDR|Singapore,,vector_borne_t6,"included, evaluation, rapid, settings","included, evaluation, rapid, settings, detection, southeast, positive, denv",0.430875,0.498368,include,mechanical,INC-GEO-01,,pubmed,geo_vector_borne_1|geo_vector_borne_2|geo_vector_borne_4,0
doi:10.1016/j.ejmech.2026.119130,42447832,,10.1016/j.ejmech.2026.119130,https://pubmed.ncbi.nlm.nih.gov/42447832/,Design and synthesis of substituted pyrimidines with potent antiviral activity against dengue.,European journal of medicinal chemistry,Eur J Med Chem,2026,2026-07-09,eng,Journal Article,10,2,3,vector_borne,Vector-borne diseases,vector_borne,0,Dengue,Dengue|Dengue Virus|Viral Nonstructural Proteins|Antiviral Agents,Modelling|Treatment|Virology,3,0,1,"Kiousis, Dimitrios","Rassias, Gerasimos",Greece,Greece,Duke-NUS Medical School|National University of Singapore,Australia|Greece|Singapore,Duke-NUS Medical School|National University of Singapore,vector_borne_t3,"malaria, plasmodium, cell, cells","malaria, plasmodium, cell, cells, responsible, parasite, erythrocytes, binding",0.174563,0.12868,include,mechanical,INC-GEO-01,,pubmed,geo_vector_borne_1|geo_vector_borne_3|geo_vector_borne_4,0
doi:10.1002/biof.70105,42057356,PMC13129248,10.1002/biof.70105,https://pubmed.ncbi.nlm.nih.gov/42057356/,Dengue Virus Capsid Protein Interaction With Nucleic Acids.,"BioFactors (Oxford, England)",Biofactors,2026,2026-01-01,eng,Journal Article,8,1,2,vector_borne,Vector-borne diseases,vector_borne,0,Aedes,"Aedes|Dengue Virus|Genome, Viral",Entomology|Genomics,2,0,1,"Silva, Nelly M","Santos, Nuno C",Portugal,Portugal,Bioinformatics Institute,Portugal|Singapore,Bioinformatics Institute,vector_borne_t2,"surveillance, including, diversity, health","surveillance, including, diversity, health, capacity, research, evidence, integrated",0.198767,0.426025,include,mechanical,INC-GEO-01,,pubmed,geo_vector_borne_4,0
doi:10.1056/nejmoa2503304,41671481,,10.1056/nejmoa2503304,https://pubmed.ncbi.nlm.nih.gov/41671481/,Dengue Suppression by Male Wolbachia-Infected Mosquitoes.,The New England journal of medicine,N Engl J Med,2026,2026-02-11,eng,Journal Article|Randomized Controlled Trial,21,3,1,vector_borne,Vector-borne diseases,vector_borne,0,Dengue,"Dengue|Aedes|Mosquito Vectors|Dengue Virus|Wolbachia|Pest Control, Biological",Entomology|Surveillance and epidemiology,2,1,0,"Lim, Jue Tao",,Singapore,,Environmental Health Institute|Nanyang Technological University|National University of Singapore,Singapore,Environmental Health Institute|Nanyang Technological University|National University of Singapore,vector_borne_t4,"vectors, wolbachia, mosquito, aedes","vectors, wolbachia, mosquito, aedes, aegypti, mosquitoes, intervention, field",0.812129,0.348192,include,mechanical,INC-GEO-01,,pubmed,geo_vector_borne_5,0
doi:10.1111/jcmm.71353,42687229,PMC13538457,10.1111/jcmm.71353,https://pubmed.ncbi.nlm.nih.gov/42687229/,Delineating the Concerted Action of Virulence Attributes in Candida albicans Systemic Infection.,Journal of cellular and molecular medicine,J Cell Mol Med,2026,2026-Sep-01,eng,Journal Article,9,2,3,other_id,Other infectious disease,other_id,0,Other/unspecified,,,0,1,1,"Paulin, Olivia K A","Naglik, Julian R",Singapore,United Kingdom,A*STAR Infectious Diseases Labs|Temasek Life Sciences Laboratory,Singapore|United Kingdom|United States,A*STAR Infectious Diseases Labs|Temasek Life Sciences Laboratory,other_id_t2,"outcomes, days, clinical, infections","outcomes, days, clinical, infections, years, therapy, may, early",0.0,0.90504,include,agent,INC-TOP-01,,pubmed,geo_all_id_2,0
doi:10.1007/s10985-026-09690-5,41571915,,10.1007/s10985-026-09690-5,https://pubmed.ncbi.nlm.nih.gov/41571915/,Deep tobit model: an integrated framework for high-dimensional censored regression with variable selection.,Lifetime data analysis,Lifetime Data Anal,2026,2026-01-23,eng,Journal Article,4,1,2,sti,Sexually-transmitted infections,sti,0,HIV Infections,HIV Infections|Viral Load,Virology|Modelling,2,1,1,"Wu, Tong","Chen, Nan",Singapore,Singapore,National University of Singapore,China|Singapore,National University of Singapore,sti_t1,"hiv, therapy, male, infections","hiv, therapy, male, infections, people, living, infection, agents",0.584602,0.459785,include,mechanical,INC-GEO-01,,pubmed,geo_sti_3|geo_sti_4,0
doi:10.7759/cureus.114118,42703372,PMC13546611,10.7759/cureus.114118,https://pubmed.ncbi.nlm.nih.gov/42703372/,Deep Mycobacterium marinum Infection of the Digit Presenting Without Cutaneous Lesions: A Case Report.,Cureus,Cureus,2026,2026-08-07,eng,Case Reports|Journal Article,2,1,1,tb,Tuberculosis,tb,0,Other/unspecified,,Case study,1,1,0,"Tee, Wei Jie","Tunku Ahmad Yahaya, Tunku Sara",Singapore,,Changi General Hospital,Singapore,Changi General Hospital,tb_t1,"antitubercular, drug, agents, multidrug-resistant","antitubercular, drug, agents, multidrug-resistant, treatment, rifampin, drugs, mycobacterium",0.152547,0.48005,include,mechanical,INC-GEO-01,,pubmed,geo_all_id_2|geo_tb_2|geo_tb_3,0
doi:10.1371/journal.pone.0352661,42378212,PMC13318012,10.1371/journal.pone.0352661,https://pubmed.ncbi.nlm.nih.gov/42378212/,Cultural adaptation and psychometric validation of the Health Literacy Instrument for Adults with Tuberculosis (HELIA-TB) in India.,PloS one,PLoS One,2026,2026-06-30,eng,Journal Article|Validation Study,11,2,5,tb,Tuberculosis,tb,0,Tuberculosis,Tuberculosis,,0,0,1,"Chauhan, Arohi","Pati, Sanghamitra",India,India,National University of Singapore,Germany|India|Netherlands|Singapore|Uganda,National University of Singapore|World Health Organization,tb_t1,"antitubercular, drug, agents, multidrug-resistant","antitubercular, drug, agents, multidrug-resistant, treatment, rifampin, drugs, mycobacterium",0.663847,0.618282,include,mechanical,INC-GEO-01,regional_participation,pubmed,geo_tb_2|geo_tb_3,0
doi:10.4103/ijo.ijo_346_26,42200744,PMC13271539,10.4103/ijo.ijo_346_26,https://pubmed.ncbi.nlm.nih.gov/42200744/,Critical appraisal of intravitreal triamcinolone acetonide for serpiginous-like choroiditis in a tuberculosis-endemic setting.,Indian journal of ophthalmology,Indian J Ophthalmol,2026,2026-05-27,eng,Journal Article,1,0,1,tb,Tuberculosis,tb,0,Other/unspecified,,,0,1,0,"Sanjay, Srinivasan",,Singapore,,,Singapore,,tb_t1,"antitubercular, drug, agents, multidrug-resistant","antitubercular, drug, agents, multidrug-resistant, treatment, rifampin, drugs, mycobacterium",0.463856,1.0,include,mechanical,INC-GEO-01,,pubmed,geo_tb_2,0
doi:10.1016/j.lanwpc.2026.101892,42376243,PMC13311331,10.1016/j.lanwpc.2026.101892,https://pubmed.ncbi.nlm.nih.gov/42376243/,Cost-effectiveness and health impact of gender-neutral and single-dose HPV vaccination in Hong Kong: a modeling analysis.,The Lancet regional health. Western Pacific,Lancet Reg Health West Pac,2026,2026-06-17,eng,Journal Article,4,3,4,sti,Sexually-transmitted infections,sti,0,Other/unspecified,,Vaccine,1,0,1,"Choi, Horace Cheuk Wai","Wu, Joseph T",China,China,National University of Singapore,China|Singapore|United Kingdom|United States,London School of Hygiene & Tropical Medicine|National University of Singapore|University of Hong Kong,sti_t2,"vaccines, health, program, national","vaccines, health, program, national, papillomavirus, vaccination, human, per",0.066153,0.290644,include,mechanical,INC-GEO-01,regional_participation,pubmed,geo_sti_1,0
doi:10.2196/82143,42555953,PMC13490934,10.2196/82143,https://pubmed.ncbi.nlm.nih.gov/42555953/,Cost-Effectiveness of Virtual Emergency Care Models: Systematic Review.,JMIR mHealth and uHealth,JMIR Mhealth Uhealth,2026,2026-08-05,eng,Journal Article|Systematic Review,7,4,1,rti,Respiratory-tract infections,rti,0,Cost-Benefit Analysis,Cost-Benefit Analysis,,0,1,0,"Shankar, Ravi","Wong, Serene",Singapore,Singapore,Alexandra Hospital|National University Health System|National University of Singapore|Tan Tock Seng Hospital,Singapore,Alexandra Hospital|National University Health System|National University of Singapore|Tan Tock Seng Hospital,rti_t3,"evidence, clinical, health, review","evidence, clinical, health, review, outcomes, substantial, evaluation, management",0.714019,0.38745,include,mechanical,INC-GEO-01,,pubmed,geo_rti_1,0
doi:10.1017/ice.2026.10530,42655933,,10.1017/ice.2026.10530,https://pubmed.ncbi.nlm.nih.gov/42655933/,"Containing a(formerly)outbreak in Institute of Mental Health, Singapore: challenges and strategies for infection prevention and control.",Infection control and hospital epidemiology,Infect Control Hosp Epidemiol,2026,2026-08-27,eng,Journal Article,10,4,1,amr_hai,AMR and healthcare-associated infections,amr_hai,0,Other/unspecified,,Infection prevention and control,1,1,0,"Lin, Xiqing","Lee, Jason Kim Huat",Singapore,Singapore,Institute of Mental Health|National Centre for Infectious Diseases|National Public Health Laboratory|National University of Singapore,Singapore,Institute of Mental Health|National Centre for Infectious Diseases|National Public Health Laboratory|National University of Singapore,amr_hai_t1,"infection, hospital, included, prevention","infection, hospital, included, prevention, conducted, outcomes, january, interventions",0.982007,0.642678,include,mechanical,INC-GEO-01,,pubmed,geo_all_id_1|geo_amr_hai_1|geo_amr_hai_3,0
doi:10.1128/spectrum.01906-25,42454932,PMC13436402,10.1128/spectrum.01906-25,https://pubmed.ncbi.nlm.nih.gov/42454932/,Construction and validation of a phenotypic prediction model for bacterial gentamicin resistance using deep learning with gene sequences.,Microbiology spectrum,Microbiol Spectr,2026,2026-07-15,eng,Journal Article,10,1,2,amr_hai,AMR and healthcare-associated infections,amr_hai,0,Anti-Bacterial Agents,Anti-Bacterial Agents|Microbial Sensitivity Tests|Klebsiella pneumoniae|Klebsiella Infections,Genomics,1,0,1,"Li, Jun","Liu, Xiaoxiao",China,China,National University of Singapore,China|Singapore,National University of Singapore,amr_hai_t1,"infection, hospital, included, prevention","infection, hospital, included, prevention, conducted, outcomes, january, interventions",0.527228,0.451982,include,mechanical,INC-GEO-01,,pubmed,geo_amr_hai_1|geo_amr_hai_4|geo_amr_hai_5,0
doi:10.1177/09564624261424560,41736459,,10.1177/09564624261424560,https://pubmed.ncbi.nlm.nih.gov/41736459/,"Consensus recommendations for testing of, andinfections in the Asia-Pacific (APAC)-modified Delphi method.",International journal of STD & AIDS,Int J STD AIDS,2026,2026-02-24,eng,Consensus Statement|Journal Article,13,2,9,sti,Sexually-transmitted infections,sti,0,Other/unspecified,,,0,0,1,"Whiley, David","Bradshaw, Catriona S",Australia,Australia,National Skin Centre,Australia|India|Japan|Malaysia|Republic of Korea|Singapore|Taiwan|Thailand|Viet Nam,National Skin Centre|Peter Doherty Institute for Infection and Immunity,sti_t1,"hiv, therapy, male, infections","hiv, therapy, male, infections, people, living, infection, agents",0.220856,0.375928,include,mechanical,INC-GEO-01,regional_participation,pubmed,geo_sti_2|geo_sti_3|geo_sti_4,0
doi:10.1002/advs.76769,42496045,PMC13398136,10.1002/advs.76769,https://pubmed.ncbi.nlm.nih.gov/42496045/,Computation and Structure-Guided Arginine Scanning Engineers a Hyperactive AP Endonuclease for Multiplex Viral RNA Sensing.,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",Adv Sci (Weinh),2026,2026-07-24,eng,Journal Article,21,1,2,vector_borne,Vector-borne diseases,vector_borne|rti,1,Other/unspecified,,,0,1,1,"Wang, Junlan","Hu, Chunyi",Singapore,Singapore,National University of Singapore,China|Singapore,National University of Singapore,vector_borne_t4,"vectors, wolbachia, mosquito, aedes","vectors, wolbachia, mosquito, aedes, aegypti, mosquitoes, intervention, field",0.073897,0.607579,include,mechanical,INC-GEO-01,,pubmed,geo_rti_2|geo_vector_borne_1,0
doi:10.1093/cid/ciag361,42283325,,10.1093/cid/ciag361,https://pubmed.ncbi.nlm.nih.gov/42283325/,Comparison of three linezolid management strategies for peripheral neuropathy in multidrug- or rifampicin-resistant tuberculosis treatment: a target trial emulation.,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,Clin Infect Dis,2026,2026-06-12,eng,Journal Article,26,2,11,tb,Tuberculosis,tb|amr_hai,1,Other/unspecified,,Treatment,1,0,1,"Romo, Matthew","Franke, Molly F",United States,United States,,Canada|Ethiopia|France|Indonesia|Myanmar|Pakistan|Peru|Singapore|South Africa|United Kingdom|United States,Harvard University|London School of Hygiene & Tropical Medicine,tb_t1,"antitubercular, drug, agents, multidrug-resistant","antitubercular, drug, agents, multidrug-resistant, treatment, rifampin, drugs, mycobacterium",0.476653,0.112514,include,mechanical,INC-GEO-01,regional_participation,pubmed,geo_tb_2,0
doi:10.1016/j.vaccine.2026.129079,42648051,,10.1016/j.vaccine.2026.129079,https://pubmed.ncbi.nlm.nih.gov/42648051/,Comparing the potential impacts of seasonal immunisation against year-round immunisation to prevent RSV infant hospitalisations in Japan: A modelling study.,Vaccine,Vaccine,2026,2026-08-26,eng,Journal Article,5,2,4,rti,Respiratory-tract infections,rti,0,Other/unspecified,,Modelling,1,0,1,"Monoi, Ayaka","Flasche, Stefan",Germany,Germany,National University of Singapore,Germany|Japan|Singapore|United Kingdom,London School of Hygiene & Tropical Medicine|National University of Singapore,rti_t1,"incidence, months, remained, maternal","incidence, months, remained, maternal, infants, retrospective, database, april",0.624319,0.83362,include,mechanical,INC-GEO-01,regional_participation,pubmed,geo_rti_3,0
doi:10.1186/s12985-026-03231-0,42365317,,10.1186/s12985-026-03231-0,https://pubmed.ncbi.nlm.nih.gov/42365317/,Comparative dynamics of Japanese encephalitis virus adaptation in porcine macrophages and insect cells.,Virology journal,Virol J,2026,2026-06-27,eng,Journal Article,13,2,2,vector_borne,Vector-borne diseases,vector_borne,0,Other/unspecified,,Entomology|Genomics|Basic research,3,0,1,"Marti, Andrea","Summerfield, Artur",Switzerland,Switzerland,A*STAR Infectious Diseases Labs|National University of Singapore,Singapore|Switzerland,A*STAR Infectious Diseases Labs|National University of Singapore,vector_borne_t3,"malaria, plasmodium, cell, cells","malaria, plasmodium, cell, cells, responsible, parasite, erythrocytes, binding",0.172212,0.704825,include,mechanical,INC-GEO-01,,pubmed,geo_vector_borne_1|geo_vector_borne_2,0
doi:10.3390/cells15131146,42439623,PMC13359856,10.3390/cells15131146,https://pubmed.ncbi.nlm.nih.gov/42439623/,Combination of Remdesivir and Ivermectin Exerts Highly Potent and Synergistic Antiviral Activity Against Murine Coronavirus and SARS-CoV-2 Infections.,Cells,Cells,2026,2026-06-24,eng,Journal Article,10,2,1,rti,Respiratory-tract infections,rti,0,SARS-CoV-2,SARS-CoV-2|Antiviral Agents|Coronavirus Infections|Virus Replication,Virology|Treatment,2,1,0,"Lew, Ryan Z Z","Chow, Vincent T K",Singapore,Singapore,National University of Singapore|Singapore Immunology Network,Singapore,National University of Singapore|Singapore Immunology Network,rti_t6,"viral, protein, animals, virus","viral, protein, animals, virus, replication, genetic, potential, infections",0.003112,0.745553,include,mechanical,INC-GEO-01,,pubmed,geo_rti_4|geo_rti_5,0
doi:10.1016/j.jare.2026.09.007,42697477,,10.1016/j.jare.2026.09.007,https://pubmed.ncbi.nlm.nih.gov/42697477/,Clofoctol-derived amphiphilic peptidomimetics exhibit broadened antimicrobial activity via multiple contributing mechanisms.,Journal of advanced research,J Adv Res,2026,2026-09-04,eng,Journal Article,13,1,2,amr_hai,AMR and healthcare-associated infections,amr_hai,0,Other/unspecified,,Treatment,1,1,1,"Liu, Jiayong","Lin, Shuimu",China,China,Nanyang Technological University,China|Singapore,Nanyang Technological University,amr_hai_t2,"agents, tests, activity, sensitivity","agents, tests, activity, sensitivity, antibacterial, anti-bacterial, animals, microbial",0.358906,0.093483,include,mechanical,INC-GEO-01,,pubmed,geo_all_id_2|geo_amr_hai_1,0
doi:10.5492/wjccm.v15.i1.110763,41883759,PMC13010506,10.5492/wjccm.v15.i1.110763,https://pubmed.ncbi.nlm.nih.gov/41883759/,Clinical scoring systems for diagnosing tuberculous meningitis: A systematic review.,World journal of critical care medicine,World J Crit Care Med,2026,2026-03-09,eng,Journal Article,4,2,1,tb,Tuberculosis,tb,0,Other/unspecified,,Detection,1,1,0,"Teo, Elizabeth","See, Kay C",Singapore,Singapore,National University Hospital|National University of Singapore,Singapore,National University Hospital|National University of Singapore,tb_t2,"diagnosis, diagnostic, conducted, systematic","diagnosis, diagnostic, conducted, systematic, included, characteristics, symptoms, age",0.232116,0.653718,include,mechanical,INC-GEO-01,,pubmed,geo_tb_3,0
doi:10.1038/s41598-026-59102-9,42336999,,10.1038/s41598-026-59102-9,https://pubmed.ncbi.nlm.nih.gov/42336999/,Clinical presentation and outcomes in non-maltophilia Stenotrophomonas spp. bloodstream infections.,Scientific reports,Sci Rep,2026,2026-07-06,eng,Journal Article,4,2,1,other_id,Other infectious disease,other_id,0,Other/unspecified,,Genomics,1,1,0,"Koh, Matthew Chung Yi","Chew, Ka Lip",Singapore,Singapore,National University Health System|National University Hospital,Singapore,National University Health System|National University Hospital,other_id_t2,"outcomes, days, clinical, infections","outcomes, days, clinical, infections, years, therapy, may, early",0.190672,0.328927,include,agent,INC-TOP-01,,pubmed,geo_amr_hai_3,0
