edge_id,pair_id,domain,path_order,node_id,label,x,y,weight,source,target,is_cross_border,involves_singapore
Netherlands--United States#tb,Netherlands--United States,tb,1,Netherlands,Netherlands,0.442831,0.641991,5,Netherlands,United States,1,0
Netherlands--United States#tb,Netherlands--United States,tb,2,United States,United States,0.440022,0.576858,5,Netherlands,United States,1,0
Germany--Singapore#tb,Germany--Singapore,tb,1,Germany,Germany,0.479367,0.620904,5,Germany,Singapore,1,1
Germany--Singapore#tb,Germany--Singapore,tb,2,Singapore,Singapore,0.429978,0.539306,5,Germany,Singapore,1,1
Italy--United Kingdom#tb,Italy--United Kingdom,tb,1,Italy,Italy,0.491029,0.507028,5,Italy,United Kingdom,1,0
Italy--United Kingdom#tb,Italy--United Kingdom,tb,2,United Kingdom,United Kingdom,0.355643,0.570016,5,Italy,United Kingdom,1,0
Japan--Singapore#tb,Japan--Singapore,tb,1,Japan,Japan,0.302497,0.608095,5,Japan,Singapore,1,1
Japan--Singapore#tb,Japan--Singapore,tb,2,Singapore,Singapore,0.429978,0.539306,5,Japan,Singapore,1,1
United Kingdom--Viet Nam#amr_hai,United Kingdom--Viet Nam,amr_hai,1,United Kingdom,United Kingdom,0.355643,0.570016,5,United Kingdom,Viet Nam,1,0
United Kingdom--Viet Nam#amr_hai,United Kingdom--Viet Nam,amr_hai,2,Viet Nam,Viet Nam,0.306341,0.520662,5,United Kingdom,Viet Nam,1,0
Japan--Singapore#vector_borne,Japan--Singapore,vector_borne,1,Japan,Japan,0.302497,0.608095,5,Japan,Singapore,1,1
Japan--Singapore#vector_borne,Japan--Singapore,vector_borne,2,Singapore,Singapore,0.429978,0.539306,5,Japan,Singapore,1,1
New Zealand--Singapore#rti,New Zealand--Singapore,rti,1,New Zealand,New Zealand,0.267102,0.517173,5,New Zealand,Singapore,1,1
New Zealand--Singapore#rti,New Zealand--Singapore,rti,2,Singapore,Singapore,0.429978,0.539306,5,New Zealand,Singapore,1,1
Bangladesh--Singapore#tb,Bangladesh--Singapore,tb,1,Bangladesh,Bangladesh,0.325634,0.547236,5,Bangladesh,Singapore,1,1
Bangladesh--Singapore#tb,Bangladesh--Singapore,tb,2,Singapore,Singapore,0.429978,0.539306,5,Bangladesh,Singapore,1,1
Bangladesh--United States#tb,Bangladesh--United States,tb,1,Bangladesh,Bangladesh,0.325634,0.547236,5,Bangladesh,United States,1,0
Bangladesh--United States#tb,Bangladesh--United States,tb,2,United States,United States,0.440022,0.576858,5,Bangladesh,United States,1,0
Belgium--India#tb,Belgium--India,tb,1,Belgium,Belgium,0.487025,0.572301,5,Belgium,India,1,0
Belgium--India#tb,Belgium--India,tb,2,India,India,0.397173,0.572838,5,Belgium,India,1,0
Belgium--Singapore#tb,Belgium--Singapore,tb,1,Belgium,Belgium,0.487025,0.572301,5,Belgium,Singapore,1,1
Belgium--Singapore#tb,Belgium--Singapore,tb,2,Singapore,Singapore,0.429978,0.539306,5,Belgium,Singapore,1,1
Belgium--United States#tb,Belgium--United States,tb,1,Belgium,Belgium,0.487025,0.572301,5,Belgium,United States,1,0
Belgium--United States#tb,Belgium--United States,tb,2,United States,United States,0.440022,0.576858,5,Belgium,United States,1,0
France--India#tb,France--India,tb,1,France,France,0.37365,0.542016,5,France,India,1,0
France--India#tb,France--India,tb,2,India,India,0.397173,0.572838,5,France,India,1,0
France--Switzerland#tb,France--Switzerland,tb,1,France,France,0.37365,0.542016,5,France,Switzerland,1,0
France--Switzerland#tb,France--Switzerland,tb,2,Switzerland,Switzerland,0.407049,0.531378,5,France,Switzerland,1,0
India--Netherlands#tb,India--Netherlands,tb,1,India,India,0.397173,0.572838,5,India,Netherlands,1,0
India--Netherlands#tb,India--Netherlands,tb,2,Netherlands,Netherlands,0.442831,0.641991,5,India,Netherlands,1,0
Singapore--Spain#amr_hai,Singapore--Spain,amr_hai,1,Singapore,Singapore,0.429978,0.539306,5,Singapore,Spain,1,1
Singapore--Spain#amr_hai,Singapore--Spain,amr_hai,2,Spain,Spain,0.55585,0.501818,5,Singapore,Spain,1,1
Spain--United Kingdom#amr_hai,Spain--United Kingdom,amr_hai,1,Spain,Spain,0.55585,0.501818,5,Spain,United Kingdom,1,0
Spain--United Kingdom#amr_hai,Spain--United Kingdom,amr_hai,2,United Kingdom,United Kingdom,0.355643,0.570016,5,Spain,United Kingdom,1,0
United Kingdom--United States#amr_hai,United Kingdom--United States,amr_hai,1,United Kingdom,United Kingdom,0.355643,0.570016,5,United Kingdom,United States,1,0
United Kingdom--United States#amr_hai,United Kingdom--United States,amr_hai,2,United States,United States,0.440022,0.576858,5,United Kingdom,United States,1,0
Brazil--Singapore#vector_borne,Brazil--Singapore,vector_borne,1,Brazil,Brazil,0.412471,0.61443,5,Brazil,Singapore,1,1
Brazil--Singapore#vector_borne,Brazil--Singapore,vector_borne,2,Singapore,Singapore,0.429978,0.539306,5,Brazil,Singapore,1,1
